@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute feature_18 numeric
@Attribute feature_19 numeric
@Attribute feature_20 numeric
@Attribute feature_21 numeric
@Attribute feature_22 numeric
@Attribute feature_23 numeric
@Attribute feature_24 numeric
@Attribute feature_25 numeric
@Attribute feature_26 numeric
@Attribute feature_27 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
3325347879,167772687,443,41071,11,1474,1404,1404,1474,1474,1334,1404,1474,1474,1474,1474,0.1973969999999987,1e-05,0.001037999999997652,0.037831000000000614,0.0003659999999996444,0.026529000000000025,2.9000000001389026e-05,0.00018599999999935335,0.13119999999999976,0.00013300000000171508,1.1999999998124622e-05,6.199999999978445e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1404,1404,1474,1474,1474,1474,1474,1474,1474,1334,60,0.13587099999999808,1e-05,0.03796999999999784,0.09331500000000048,0.00010400000000032605,1.4000000000180535e-05,0.00011399999999994748,6.400000000184036e-05,1.1999999998124622e-05,0.00011100000000041632,1.2999999999152578e-05,0.0017340000000025668,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.06681999999999988,1e-05,7.599999999996498e-05,6.30000000008124e-05,6.199999999978445e-05,6.30000000008124e-05,6.000000000128125e-05,0.00044199999999960937,0.03730499999999992,0.02624399999999838,7.000000000090267e-05,0.0018710000000012883,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,60,1404,1404,1334,1474,1404,60,1404,1334,1474,1474,0.1252980000000008,1e-05,0.03308200000000028,7.799999999846818e-05,0.0262410000000024,1.1999999998124622e-05,0.001860000000000639,0.0007669999999997401,0.03571600000000075,0.000785999999997955,0.026483000000002477,0.000256000000000256,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,634,1404,1474,1334,1474,1334,1474,1334,1404,1404,0.18000400000000027,1e-05,1.4000000000180535e-05,0.03714499999999887,0.02680700000000158,0.0001679999999986137,0.038959000000001964,0.026683999999999486,0.03782199999999847,0.00011700000000303135,0.012240999999999502,3.199999999736747e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.1582119999999989,1e-05,0.026596000000001396,0.00023799999999951638,0.0376979999999989,8.79999999980896e-05,0.01226000000000127,0.015084999999999127,0.00025800000000231194,0.046834000000000486,0.01858700000000013,4.9999999998107114e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1404,1474,1474,1334,1334,1474,1194,60,1474,1474,0.1786120000000011,1e-05,0.0377330000000029,0.02729399999999771,0.00028500000000164505,2.1999999997746045e-05,0.04683600000000254,0.018584999999998075,5.499999999969418e-05,0.0012840000000018392,0.01852399999999932,0.027965000000001794,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1474,1474,1474,1334,1334,1404,1334,1404,1404,1404,0.197025,1e-05,0.04706599999999739,0.018565000000002385,9.999999999976694e-05,0.019852999999997678,0.027957000000000676,4.2000000000541604e-05,0.017765000000000697,0.0003449999999993736,0.04172900000000013,0.023234999999999673,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1404,60,1404,1404,1404,1474,1404,60,1474,1474,0.12442300000000017,1e-05,0.00046999999999997044,0.0003949999999974807,0.041246000000001004,0.017848999999998227,4.0000000002038405e-05,0.00575900000000118,0.0,0.0014329999999986853,0.031763999999999015,0.025435999999999126,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.17662500000000136,1e-05,0.02795499999999862,0.017752000000001544,0.0004020000000011237,0.041735999999996665,0.017841000000000662,0.005743000000002496,0.0,0.033262999999998044,0.025413000000000352,0.0061789999999994905,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1404,1474,1474,1334,1404,1474,60,1474,1474,1264,0.13407299999999722,1e-05,0.006172999999996875,0.0003720000000022594,0.0598169999999989,3.6999999998954536e-05,8.00000000005241e-05,0.005157000000000522,0.044755999999999574,0.016528000000000986,0.0001299999999986312,5.300000000119098e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1334,1404,1474,1264,1404,1334,1404,1334,1474,1474,0.19766199999999756,1e-05,0.03324399999999983,0.025708999999999094,0.006243000000001331,4.899999999707916e-05,0.05988400000000027,0.005193999999999477,6.100000000230921e-05,0.06123900000000049,7.699999999744023e-05,0.005933000000002409,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.19046800000000275,1e-05,0.03955500000000001,0.02030900000000102,7.300000000043383e-05,0.0051829999999988274,0.0011220000000022878,0.06018299999999854,8.400000000108321e-05,0.0059520000000006235,7.499999999893703e-05,0.057873999999998205,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,597,597,597,597,597,597,597,597,597,597,597,0.8420709999999971,1e-05,0.056283999999998,0.13789099999999976,0.002722999999999587,0.06228899999999982,0.19481700000000046,0.06571600000000188,0.06620699999999857,0.17356300000000147,0.01801099999999778,0.06433200000000028,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,60,1474,1474,60,1404,1404,1474,1404,1474,1264,1404,0.1378629999999994,1e-05,0.004628999999997774,0.05786000000000158,0.0017849999999981492,0.0054440000000006705,3.6999999998954536e-05,0.04820700000000144,0.00011900000000153454,0.01902499999999918,8.19999999990273e-05,2.6999999999333113e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1264,1404,1334,1404,1404,1404,1334,1474,1404,1474,1334,0.19962199999999797,1e-05,1.1999999998124622e-05,0.05786099999999905,8.200000000258001e-05,0.00752199999999803,0.000332000000000221,0.04750200000000149,0.019172999999998552,0.03124700000000047,0.033843000000000956,7.799999999846818e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.19972899999999782,1e-05,0.0007579999999975939,0.0474969999999999,0.019117000000001383,4.9999999998107114e-05,0.031684000000002044,0.03343500000000077,0.0020199999999981344,0.029876999999999043,0.0007049999999999557,0.00035200000000301657,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,60,1474,1334,1474,1474,1474,1404,1404,1264,1474,1474,0.161565999999997,1e-05,0.0306280000000001,4.699999999857596e-05,0.0354069999999993,0.029827000000000936,0.0007540000000005875,0.0003489999999999327,1.100000000064938e-05,0.03433499999999867,7.899999999949614e-05,0.030111000000001553,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1264,1474,1474,1334,1474,1474,1474,1474,1474,1404,0.16124599999999845,1e-05,0.03054999999999808,0.034591999999999956,5.7000000001750095e-05,0.0001449999999998397,0.030325999999998743,0.03405000000000058,2.5999999998305157e-05,0.01581300000000141,5.000000000165983e-05,0.01528899999999922,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1474,1264,60,1264,1264,60,1474,1334,1404,1474,0.11612799999999979,1e-05,0.00023799999999951638,5.999999999062311e-06,0.0005990000000011264,0.03347400000000178,0.01582599999999701,0.015807000000002347,0.0012059999999998183,1.4000000000180535e-05,0.022272999999998433,0.026657000000000153,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.1469869999999993,1e-05,0.00011599999999845068,0.030120000000000147,0.00023600000000101318,4.2000000000541604e-05,0.03403300000000087,0.01581900000000047,7.399999999790907e-05,0.017003000000002544,0.022281999999997026,0.02668300000000201,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,60,1334,1404,60,1334,1404,1404,1334,1474,1474,0.12800400000000067,1e-05,0.0016660000000001673,0.014981000000002354,0.00016099999999852344,0.009557999999998401,0.03640100000000146,0.0024349999999984107,7.900000000304885e-05,0.017284000000000077,0.00021699999999924557,0.045175999999997885,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1404,1334,1334,1474,1404,1474,1474,1334,1474,1334,1334,0.17656700000000214,1e-05,0.04795000000000016,0.0006149999999998101,0.016595000000002358,9.499999999817987e-05,0.04601299999999853,0.0023420000000022867,2.999999999886427e-05,0.017438999999999538,0.00026199999999931833,0.04520700000000133,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.1360039999999998,1e-05,0.016624000000000194,0.0001619999999995514,0.04596100000000192,0.0023540000000004113,0.00015799999999899228,0.01728299999999905,0.0002270000000024197,0.04521599999999992,0.002727000000000146,7.699999999744023e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,60,60,1474,1474,1334,1334,1404,1474,1334,60,0.08248100000000136,1e-05,0.005618000000001899,0.003743000000000052,0.008081999999998146,0.002268000000000825,8.499999999855845e-05,0.04235000000000255,6.899999999987472e-05,0.0030359999999980403,1.6000000002236447e-05,0.0009589999999981558,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1404,1334,1404,1404,1334,1474,1474,1334,1474,1334,1404,0.13095899999999716,1e-05,0.0007919999999970173,1.4000000000180535e-05,0.016857000000001676,0.0005680000000012342,0.04458799999999741,0.00293399999999977,2.7000000002885827e-05,0.017410999999999177,0.00013399999999919032,0.045268000000000086,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.11283500000000046,1e-05,0.0022759999999983904,0.03981900000000138,0.002601999999999549,0.0007979999999996323,0.0021249999999994884,0.00022000000000232944,0.017215999999997678,0.0001010000000007949,0.04503899999999916,0.002605000000002633,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1474,1474,1334,1474,60,1474,1264,1474,1474,1334,0.11258200000000329,1e-05,9.800000000126374e-05,0.04500600000000077,3.500000000045134e-05,0.002651000000000181,0.0004220000000003665,0.021628999999997234,7.599999999996498e-05,2.7000000002885827e-05,0.042588999999999544,3.6999999998954536e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1264,1404,1474,1334,1474,1334,1474,1194,1474,1334,0.1211870000000026,1e-05,5.800000000277805e-05,0.00030800000000041905,0.02180399999999949,4.2000000000541604e-05,0.043149999999997135,0.020088000000001216,0.001041999999998211,5.300000000119098e-05,0.03459400000000201,3.6999999998954536e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,597,597,597,597,597,597,597,1111,597,597,597,0.6636360000000003,1e-05,0.1626480000000008,0.06509399999999843,0.05241900000000044,0.02471399999999946,0.10985799999999912,0.0038100000000014234,0.05694700000000097,0.06448400000000021,0.12131999999999721,0.0021620000000019957,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.13085900000000095,1e-05,0.0220729999999989,4.700000000212867e-05,3.399999999942338e-05,0.04262500000000102,0.0005359999999967613,0.020082000000002154,0.0010519999999978324,3.900000000101045e-05,0.034635000000001526,0.009578999999998672,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1474,1474,1474,60,60,1474,1334,1474,94,1334,0.0872300000000017,1e-05,0.020042000000000115,0.0010919999999998709,3.200000000092018e-05,0.035264000000001516,0.0021740000000001203,0.0067430000000001655,2.8999999997836312e-05,0.0001829999999998222,2.800000000036107e-05,0.0216239999999992,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1404,1294,1474,1474,1474,1194,1264,1264,1474,1474,1264,0.08873099999999923,1e-05,4.199999999698889e-05,0.021581000000001183,0.00010500000000135401,7.000000000090267e-06,2.999999999886427e-05,0.043086999999999875,0.00920200000000193,0.014606999999998038,5.799999999922534e-05,7.000000000090267e-06,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.08901600000000087,1e-05,0.0008140000000018688,0.02084999999999937,6.099999999875649e-05,3.300000000194814e-05,0.04303099999999915,0.009212999999999028,5.000000000165983e-05,0.014614999999999156,4.900000000063187e-05,0.00027799999999800207,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,60,1474,1474,1474,1474,1404,1474,1264,60,1404,0.11737999999999715,1e-05,0.0014170000000000016,0.04157799999999767,3.6999999998954536e-05,0.009204000000000434,5.1000000002687784e-05,0.0002899999999996794,0.014654999999997642,3.900000000101045e-05,0.0004230000000013945,0.04964700000000022,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1404,1474,1474,1404,1404,1334,1474,1474,60,60,0.0868310000000001,1e-05,4.7999999999603915e-05,0.015814000000002437,0.0001029999999992981,0.015385999999999456,9.100000000117348e-05,5.699999999819738e-05,0.03641899999999865,3.600000000147929e-05,0.0029700000000012494,0.0005009999999998627,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,1404,1474,1194,1474,1474,1334,1264,1334,1474,0.14565900000000198,1e-05,0.05013699999999943,0.0029420000000008883,0.013087999999999766,4.700000000212867e-05,0.015428999999997473,0.03620300000000043,0.000150999999998902,0.000158000000002545,0.02743899999999755,5.9000000000253294e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.09558200000000028,1e-05,0.0001010000000007949,0.015857000000000454,6.69999999978188e-05,0.015411000000000286,6.500000000286832e-05,0.036270999999999276,0.00020199999999803708,3.900000000101045e-05,0.027443999999999136,6.000000000128125e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,60,1474,94,1404,1474,60,1474,1404,1334,1474,1194,0.07502299999999806,1e-05,0.008214999999999861,0.00010400000000032605,7.899999999949614e-05,0.0006169999999983133,0.0030000000000001137,0.03366899999999973,0.0007490000000025532,0.02767899999999912,0.0008249999999989654,8.00000000005241e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1294,1334,1474,1264,1474,1474,1474,1474,1194,1474,1474,0.1310600000000015,1e-05,0.0006550000000018485,0.03667999999999694,4.900000000063187e-05,0.028301000000002574,0.0008729999999985694,6.199999999978445e-05,3.900000000101045e-05,3.199999999736747e-05,0.06428000000000011,8.200000000258001e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.1310760000000002,1e-05,0.0006489999999992335,0.03668300000000002,0.0007130000000010739,0.02767300000000006,0.0008309999999980278,6.899999999987472e-05,3.300000000194814e-05,3.199999999736747e-05,0.06432400000000271,4.299999999801685e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,60,1334,94,1474,134,1114,1404,94,1474,0.06774900000000272,1e-05,3.200000000092018e-05,0.0025569999999994764,0.06176800000000071,5.000000000165983e-05,0.0014479999999998938,4.500000000007276e-05,3.199999999736747e-05,0.000128000000000128,0.0016770000000008167,5.999999999062311e-06,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.07246500000000111,1e-05,3.900000000101045e-05,3.200000000092018e-05,0.0017740000000010525,3.799999999998249e-05,3.0999999999892225e-05,0.0692459999999997,5.9000000000253294e-05,0.0011569999999991865,3.900000000101045e-05,3.0999999999892225e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1294,1474,1474,1474,1154,1404,1474,1474,1474,1474,1334,0.07390599999999736,1e-05,0.0014559999999974593,3.0999999999892225e-05,0.0017760000000031084,7.399999999790907e-05,2.5000000000829914e-05,0.06916999999999973,0.00010199999999827014,0.00115300000000218,7.700000000099294e-05,3.499999999689862e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,60,1334,1474,1264,94,1474,1154,1474,60,1474,0.07537800000000061,1e-05,0.0018050000000009447,0.06743900000000025,6.599999999679085e-05,2.600000000185787e-05,0.0011629999999982488,7.000000000090267e-06,3.300000000194814e-05,2.2999999998774e-05,0.001252000000000919,0.003543000000000518,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1404,1404,1474,1474,1474,1474,1474,1054,1474,1474,1474,0.09506100000000117,1e-05,0.02908700000000053,0.0005260000000006926,3.2999999998395424e-05,0.0017200000000023863,5.9000000000253294e-05,7.99999999756551e-06,3.300000000194814e-05,0.02570400000000106,0.03779699999999764,8.700000000061436e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.12989800000000074,1e-05,0.004812000000001149,0.05913900000000183,0.000482999999999123,3.2999999998395424e-05,0.0017390000000006012,4.300000000156956e-05,3.2999999998395424e-05,0.025746999999999076,0.03780000000000072,4.700000000212867e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1404,1264,1474,1474,60,1334,1474,1404,94,1474,0.1259479999999975,1e-05,0.05918099999999882,0.00047800000000108867,0.001733999999999014,7.400000000146179e-05,0.0004199999999983106,0.025328000000001794,0.037797999999998666,8.19999999990273e-05,0.0008400000000001739,8.000000001118224e-06,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,597,597,597,597,597,597,597,597,597,597,597,0.5622369999999997,1e-05,0.0664049999999996,0.12059600000000259,0.00042099999999933857,0.01571699999999865,0.010557999999999623,0.06675900000000112,0.06678499999999943,0.07065599999999961,0.06562699999999921,0.07855400000000046,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1224,1474,1264,1334,60,1404,1334,1474,1474,1474,60,0.07958400000000054,1e-05,0.0007330000000003167,8.000000001118224e-06,0.013100000000001444,0.0007819999999973959,0.03291800000000222,0.01700699999999955,0.0005950000000005673,3.8999999997457735e-05,2.5000000000829914e-05,0.001021000000001493,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.08013399999999749,1e-05,6.999999999734996e-05,0.0007020000000004245,6.49999999993156e-05,0.013105000000003031,0.050644999999999385,0.000657999999997827,3.300000000194814e-05,3.0999999999892225e-05,0.014744000000000312,5.9000000000253294e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1194,1474,1474,1474,1474,1334,1264,1404,1294,1474,1404,0.08171000000000106,1e-05,0.0007850000000004798,0.0007820000000009486,0.013137999999997874,0.05064000000000135,0.0007319999999992888,3.6999999998954536e-05,0.014371000000000578,0.0004290000000004568,2.9999999995311555e-06,0.0007820000000009486,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,94,1334,1334,1474,1264,1474,1264,60,1474,1474,0.06596599999999953,1e-05,5.699999999819738e-05,3.6999999998954536e-05,0.03161500000000217,0.018601999999997787,0.00010300000000285081,7.000000000090267e-06,4.39999999990448e-05,0.001124000000000791,0.014267999999997727,0.00010200000000182285,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.1156410000000001,1e-05,0.030861999999999057,0.01864399999999833,6.700000000137152e-05,3.6999999998954536e-05,0.015436000000001115,6.600000000034356e-05,0.0005659999999991783,0.04310300000000211,0.0005989999999975737,0.006221000000000032,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,1474,1334,1404,1334,1474,1334,1474,1334,1474,0.11845000000000283,1e-05,0.018682000000001864,0.00010500000000135401,0.015435999999997563,0.00010600000000238197,0.043626999999997196,0.006786000000001735,9.299999999967667e-05,0.0005939999999995393,8.999999998593466e-06,0.032974000000002945,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1404,1474,1404,1404,1334,1474,60,60,60,1474,0.08416599999999974,1e-05,0.0005609999999975912,0.04306100000000157,0.0006370000000011089,8.999999998593466e-06,0.006215999999998445,5.1000000002687784e-05,0.0031180000000006203,0.0004639999999973554,0.001505000000001644,0.028534000000000503,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.12959799999999788,1e-05,0.0006019999999971049,0.03301500000000246,4.299999999801685e-05,0.031176999999999566,0.0015520000000002199,3.600000000147929e-05,3.200000000092018e-05,3.2999999998395424e-05,0.005093000000002235,0.040668999999997624,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1404,1474,134,1404,60,1474,1404,1474,1474,1474,0.09766700000000128,1e-05,0.03126900000000177,0.001496999999996973,3.300000000194814e-05,2.999999999886427e-05,0.001989000000001795,0.0030599999999978422,0.0012560000000014782,0.056809999999998695,0.0016649999999991394,5.1000000002687784e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1264,1334,1404,1474,1334,1474,1184,1334,1334,1334,1474,0.09770699999999977,1e-05,3.0999999999892225e-05,0.031085999999998393,0.001608000000000942,4.099999999951365e-05,3.200000000092018e-05,3.0999999999892225e-05,0.005096999999999241,0.058054999999999524,0.0016510000000025116,6.799999999884676e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,1474,1474,1334,60,1474,1334,1334,1474,1404,0.06540299999999988,1e-05,3.399999999942338e-05,3.0999999999892225e-05,3.0999999999892225e-05,2.3999999999801958e-05,0.0005629999999996471,0.041029999999999234,5.7000000001750095e-05,0.023571000000000453,7.99999999756551e-06,4.900000000063187e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.06766299999999958,1e-05,0.0016490000000004557,3.900000000101045e-05,3.2999999998395424e-05,3.200000000092018e-05,3.0999999999892225e-05,0.0416230000000013,0.023564999999997838,6.500000000286832e-05,4.7999999999603915e-05,0.0005530000000000257,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1124,1334,1404,1474,1334,1474,1264,1474,1224,1474,1474,0.12337600000000037,1e-05,3.200000000092018e-05,0.04116099999999889,0.02399600000000035,0.00014200000000030855,0.0005619999999986192,2.999999999886427e-05,4.800000000315663e-05,2.3999999999801958e-05,0.04024699999999726,0.017091000000000633,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,94,1404,60,1334,1404,60,1474,1474,1474,0.06653900000000235,1e-05,4.7999999999603915e-05,3.4000000002976094e-05,0.0005699999999997374,0.0006360000000000809,0.039116999999997404,4.700000000212867e-05,0.018014999999998338,0.007944999999999425,9.300000000322939e-05,2.7999999996808356e-05,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.06722699999999904,1e-05,3.999999999848569e-05,0.0005690000000022621,0.03975499999999954,0.017075999999999425,0.008973999999998483,4.500000000007276e-05,3.200000000092018e-05,2.999999999886427e-05,3.0000000002416982e-05,0.0006149999999998101,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,597,597,1111,597,597,597,597,597,597,597,597,0.3989869999999982,1e-05,0.06521899999999903,0.06814699999999974,0.0004460000000001685,0.0015390000000010673,0.06262199999999751,0.06425700000000134,0.0665869999999984,0.05680900000000122,0.012444999999999595,0.0008110000000023376,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1474,784,1474,60,60,1474,1334,94,1404,1334,0.06482000000000099,1e-05,6.000000002615025e-06,5.299999999763827e-05,0.0005870000000030018,0.0035029999999984796,0.0006179999999993413,0.051598999999999506,4.2000000000541604e-05,0.0003740000000007626,0.0001449999999998397,0.00788299999999964,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1474,1264,1474,254,1474,1334,1474,1294,1474,1474,0.07447700000000168,1e-05,0.008926999999999907,4.099999999951365e-05,4.0000000002038405e-05,5.3999999998666226e-05,5.999999999062311e-06,0.0006820000000011817,0.056053999999999604,0.00014399999999881175,0.007867000000000957,0.0006540000000008206,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.07388199999999756,1e-05,0.00036699999999711963,0.00014700000000189561,0.007885999999999171,0.0005860000000019738,4.299999999801685e-05,3.600000000147929e-05,0.02702599999999933,4.39999999990448e-05,0.03763400000000061,9.199999999864872e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,94,1474,1334,1474,1474,60,1474,1334,1474,1264,0.06519099999999867,1e-05,1.4000000000180535e-05,7.199999999940587e-05,8.999999998593466e-06,0.027013000000000176,5.000000000165983e-05,0.015000999999998044,0.022598000000002116,3.500000000045134e-05,9.799999999771103e-05,2.6999999999333113e-05,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,60,1474,1404,1404,60,1334,1474,94,1404,1474,0.0646090000000008,1e-05,0.008272999999999087,0.0024060000000005743,0.00012299999999854094,8.000000001118224e-06,0.0007710000000002992,0.029278999999998945,6.100000000230921e-05,7.000000000090267e-06,3.999999999848569e-05,0.0235929999999982,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1224,1404,1264,1404,1474,1474,1334,1474,1294,1404,1474,0.12988700000000009,1e-05,0.02675299999999936,0.00035199999999946385,0.014340000000000686,0.023378999999998484,0.00030800000000041905,0.010732000000000852,0.030120000000000147,0.00014200000000030855,0.00040500000000065484,0.023346999999997564,VIDEO_Youtube_Flash_Gateway.pcap
167772687,3325347879,41071,443,11,54,54,54,54,54,54,54,54,54,54,54,0.08269199999999799,1e-05,0.010729999999998796,0.00010600000000238197,0.030056999999999334,6.199999999978445e-05,3.900000000101045e-05,0.02363599999999977,0.00011399999999994748,4.099999999951365e-05,0.001017999999998409,0.016856000000000648,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1334,1334,1404,60,1404,1474,1404,1334,1474,1264,1474,0.06581200000000109,1e-05,0.00010800000000088517,7.000000000090267e-06,0.001608000000000942,0.0154299999999985,0.0008230000000004623,5.799999999922534e-05,0.02364299999999986,0.014656000000002223,8.400000000108321e-05,0.00935999999999737,VIDEO_Youtube_Flash_Gateway.pcap
3325347879,167772687,443,41071,11,1474,1334,1334,1404,1474,1474,1334,1334,1404,1474,1334,0.1217100000000002,1e-05,9.999999999621423e-06,0.016894999999998106,0.02311200000000113,0.0004929999999987444,0.01477700000000226,0.00940299999999894,0.0005060000000014497,7.000000000090267e-06,0.016107999999999123,0.010677000000001158,VIDEO_Youtube_Flash_Gateway.pcap
